review,sentiment
I chose to watch this film at Tribeca based on Judd Hirsch and Scott Cohen and found it to be one of the best movies in the festival. Both leading actors deliver a well rounded sensitive performance that seems to match the characters on a personal level. The director did a great job bringing the characters and story to life with skill that is usually not seen in a first-time production.<br /><br />One interesting aspect of this film is the love of woodwork and New York City (Brooklyn in specific). The movie revolves around the family furniture making business and weaves delicate cinematography of both carpentry and ordinary Brooklyn life  again kudos to the director on this fine choice.<br /><br />This is gem and I would whole heartedly recommend it (I'm sure it will make it to the screen).,positive
"Ouch!! What a mess we have here. Not so much of a mess as a painfully dull, half-assed excuse for exploitation. Brought to you by the one and only, J. G. ""Pat"" Patterson, yeah, the same one from Moonshine Mountain. Doctor Gore, formerly known as The Body Shop, is, I guess, somewhat inspired by Frankenstein, and God knows what else. The Late Mr. Patterson also stars in this joke, as a heartbroken scientist/plastic surgeon, who has recently lost his wife in a car accident, and is driven insane from grief, to the point that it becomes clear that the next step is to slaughter countless females, then maybe rob a few graves for body parts, in order to ""put together"" the perfect mate. It won't be easy, but thank goodness his pal Gregg the hunchback is available to lend a hand, and to offer moral support.<br /><br />If proof was ever needed that some peoples goals are not meant to be accomplished, here it is, gang. This Patterson hayseed obviously never had any business directing anything, much less, following in the footsteps of good ol' H. G. as a master of gore. I've never seen a gore movie that just flat-out refuses to give the viewer a single reason to keep watching. Even the gore is boring. Almost remotely humorous at times, but impossible to tell whether it's intentional or not. I pick ""not"".<br /><br />Shot in Charolotte, North Carolina (home of the California Axe Massacre), on, most likely, a 3-digit budget, by a guy, as untalented as he may have been, who probably had an appreciation for drive-in trash, so, maybe we should give good ol' J. G. a break, I mean, he tried (I assume) which is more that can be said for most, and this movie is better than any of the big-budget super-hero garbage the theaters put out these days, although, I realize that isn't saying much. Besides, Doctor Gore is quite the improvement over Patterson's previous failure, The Electic Chair, so it's slightly possible he would have improved his craft in time, had he not died, so maybe it's not all that terrible, especially compared to the other movie on the DVD, How To Make A Doll, so what the hell, check it out. 4/10",negative
"Fred ""The Hammer"" Williamson delivers another cheaply made movie. He might have set a new standard for himself. Look for the painfully obvious special effects mortar cannon that is visible in the street during a chase scene. You don't see it just once, you see it several times. Look for the out of focus shot in one scene and the camera operator try to fix it as the scene rolls on. Watch this with a group of people and make your own Mystery Science Theater!",negative
"Sequel to ""The Kingdom"" is bloodier and even more twisted. I only saw half (I was exhausted and couldn't sit through all 5 1/2 hours) but I loved what I saw. Ghosts, blood, murder, poisoning, mutated babies, voodoo...this has it all! If you have a strong stomach and like weird movies this is for you.<br /><br />Also, you don't have to see Part 1 to understand this...you'll figure it out!<br /><br />Does anyone know if Kingdom 1 and 2 are available on DVD? Sitting through these marathon movies in a theatre is tiring. <br /><br />Sadly, there probably won't be a ""Kingdom 3""--Ernst-Hugo Jaregard (Sig) died a year after this was filmed. But you never know!",positive
"I went into this film thinking I wasn't going to like it, but hoping to be surprised, but this, much like the film, ended up being bleak and hopeless. But don't get me wrong, Minghella delivers every bit of a grand epic and for those who enjoy that kind of experience and are willing to take that adventure and accept what comes as just that, then they will not be disappointed and it will be one of the better films of the year in their opinion. The acting is of a high quality and will most likely come away with a trinity of oscar noms for Law, Kidman and Zellweger, even though Portman's few scenes may be the most powerful in the film. The locations are beautiful and Minghella has an eye for a good shot.<br /><br />However, for those like me who want the director to take them on the adventure instead of going willingly may come away disappointed mainly due to Minghella and his adaptation. The film is so utterly bleak it makes for what I consider to be a punching bag epic which is a film that that tries to hit hard with emotion but does so to such an extreme and so often that during the film I didn't have the time to emotionally invest, or hadn't recovered from a previous blow, and it became unrealistic and consequently too difficult to really care, not to mention predictable. Overall the ""Cold Mountain"" almost left me too drained to even think back on the good aspects of the film, as all I remember is death, which may have been an original motif but ends up being the focus instead of the characters.",positive
"I have watched Grand Champion all the way through at least twice now. I enjoyed the movie's story, the characters and the actors were not bad. It is refreshing to see a G rated movie. This is a feel good movie. The story is mostly from the view of the children. The interactions between the kids and the adults makes the story interesting. I recommend this movie if you are looking for a family film. If you liked the Little Rascals, you will probably enjoy this. I viewed this movie on cable. Either on Encore or Showtime family. This is not a movie that I would have gone to see at the theatre. But, I only go to the theatre for the effects of the big screen, so most comedies, romantic films, or dramas I do not go for big screen-I wait for TV/cable edition. Get your kids together, pop some popcorn and enjoy!",positive
"This was one of the worst films I have ever seen.<br /><br />I usually praise any film for some aspect of its production, but the intensely irritating behaviour of more than half the characters made it hard for me to appreciate any part of this film.<br /><br />Most common was the inference that the bloke who designed the building was at fault an avalanche collapsing it. Er ok.<br /><br />Also, trying to out ski an avalanche slalom style is not gonna work. Running 10 feet into some trees is not gonna work. Alas it does here. As mentioned before the innate dumbness and sheer stupidity of some characters is ridiculous. In an enclosed space, with limited oxygen a four year old could tell you starting a fire is not a good idea.<br /><br />Anyway, about 5 minutes of the movie redeems itself and acquires some appreciation. However, if you have a modicum of intelligence you too will find most of this film hard to tolerate.<br /><br />It pains me that so many quality stories go unproduced and yet someone will pay for things like this to be made.<br /><br />Oh, did I mention the last five minutes? Well to give you a hook you have to keep watching in order to see the latest in combative avalanche techniques. Absolutely priceless.",negative
"Simply put, Paul Bettany and Jennifer Connelly were remarkable. The movie is less about the raw science of Darwin's beliefs, and holds the focus very strongly on his relationship with his family, primarily his wife, Emma, and daughter, Annie.<br /><br />Toby Jones gives a wonderful turn as Thomas Huxley, the great defender of Darwin's beliefs, and the rest of the cast is up to the task of sharing screen time with Bettany and Connelly.<br /><br />But it is those two who carry the movie. Their real chemistry is apparent from beginning to end, but develops transcendence as Darwin grapples with his demons. The scene where Darwin relates the ending of the story of Jenny, the orangutan, to his dying daughter, Annie, is utterly gripping. The world premiere audience at the TIFF was spellbound. Bettany's performance will be recognized as one of the year's best in short order. Equally magnificent is Connelly's work playing the religious wife of a man who, in Huxley's words, ""killed God"".<br /><br />The film moves slowly through the entire spectrum of Darwin's grief, relishing every detail of Bettany and Connelly's acting.<br /><br />Brilliant.",positive
"I had a different experience with this movie - it never got charming, or delightful, or funny for me. one big clue that this was not your typical movie was that the label gave no indication of the Ianguage(s) spoken in the film. another was the lack of choices re subtitles.<br /><br />I found the lack of dialogue annoying, especially when accompanied by exaggerated facial expressions as it almost always was. The wildly inconsistent development of the feeble plot was puzzling. Were there characters, or only vague gestures? was there even a plot?<br /><br />on a separate matter, I'm getting prompted to correct the spelling of ""dialogue"", with the suggested substitute of ""dialogue"". maybe this movie in its entirety, including the IMDb portion, is designed to puzzle, or amaze, but I'm getting more irked than amused.",negative
"Well, I must say that this was one hell of a fun movie. Despite the fact that the dubbing was pretty cheesy, and there were some odd moments where the film seemed to turn dark blue for no apparent reason, I was not disappointed. The story was actually pretty interesting: the last member of the Poison Clan must track down the other five members and discover who among them is using their skills for evil, and who is using them for good. The catch being that during training, all of the clan were masked, and all have since returned to society in disguise and changed their names.<br /><br />The fights are a joy to watch, as each member of the Poison Clan has a different fighting style: toad (my favorite), snake, scorpion, lizard, and centipede. The fight scenes have the actors jumping all over the place, and thankfully the camera stays planted and uses a wide enough shot so you can clearly see all of the action.<br /><br />The one drawback to the movie is that the story tends to drag a bit in the first half up until the first fight sequence. But stick with it, and you won't be disappointed!",positive
"Check out the two octogenarians who review Leatherheads. These guys are old-school Hollywood and a hit on YouTube. They always give an insightful and fun review. They have movie comparisons that are really interesting and they have a banter back and forth that is endlessly entertaining. They know movies, collectively they have been in the biz for practically a century. Lorenzo is a well-known screenwriter and Marcia is a famous producer. All of their insight on movies always leaves you with something to think about. See what they think about Clooney's latest...<br /><br />http://www.youtube.com/watch?v=2-W7evBEArs",negative
"This movie was so bad If anyone out their who starred in the movie are reading this including the director,i HATE YOU! LOL,that blonde woman, who was running away screaming through the forest.At least CRY RATHER THAN SCREAM AND KEEP DOING THE DODGY HEAVY BREATHING!! and oh dear god, if it was the director who sorted out the cameras on this one, then go back to a normal job. No one wants to be watching some scared woman's chin throughout it.Damn, don't even THINK about renting/buying or even having a copy of this within 100 metre radius of your house since it can be harmful to,people who like good movies...When i got home, i thought id rented a pron movie by the acting and style of the camera.",negative
"If you like stupid jokes and a terribly predictable storyline, then perhaps this movie is for you. Courtney Thorne-Smith, Jack Warden, and several other members of the supporting cast actually have talent, but it was completely stifled by the paper-thin script. This is a generally boring and joyless time waster of a movie.",negative
"Frightmare begins with a horror movie icon killing a director and then his servant before he is laid to rest. This icon, who has some Christopher Lee qualities to him, then continues to haunt those around him when a group of horror film society students steal his corpse from the mausoleum he is in.<br /><br />The first ten minutes is well-filmed, good writing and lots of potential for murderous mayhem. But the film drags in the middle (although thankfully not as much as ""House of Death"") and never really gets that initial spurt of energy back.<br /><br />Lots of the deaths are confusing, as they seem to have people just falling over scared when they see a floating coffin or other odd things. Twice we see poisonous gas being used. But the box promises that this horror star will be the embodiment of all the monsters he has played. Boy, is that false advertising, unless he spent his career playing boring old men who take naps and watch ""Matlock"".<br /><br />The general principle of the film is decent: horror society kids stealing a corpse of a dead icon. A modern equivalent (digging up Vincent Price or Peter Cushing) would make a great film. Maybe a remake is in order if that wouldn't be too disrespectful. Sometimes theory doesn't come across as well in application, and this film offers that example.<br /><br />The only redeeming quality of this film (besides the beginning) is the brief appearance of a very young Jeffrey Combs. I saw him and thought ""that's Jeffrey Combs"" but felt I was mistaken as the box never mentioned him. But sure enough, Combs was present. (A note to this movie's film-makers: mention Combs on the cover of the DVD, you'll sell more copies if if you would be deceiving customers.) If you're a Jeffrey Combs die-hard, check out this early role. Otherwise, I cannot offer this as a great selection for a horror movie marathon. Let me suggest ""Intruder"" or ""Popcorn"", as those are both pretty decent and will stand the test of time.",negative
"In my opinion this movie advances no new thought. seems to me like taking a spear to a spear without looking to the side! the director seems to have an agenda! Duh! I find that his rational is lacking there does not seem to be room for the alternative view. I for one am usually on the side of the naysayer but this movie lacks credibility as it relies on the fantastic observations of the man/woman on the street. really now if you wish to cr5eate a credible alternative to a creed held onto for 2000+ years you have got to make more of an effort allowing the other side to voice their beliefs. I'm not sure but at the beginning of the movie it felt like an attack on the Cristian faith, I for one am a non believer, but allow for the beliefs of others, and would not wish no ridicule them but try to understand and tolerate.",negative
"Aliens let lose a giant monster named Zarkorr, then send down a hologram that looks your average stupid teenage girl to tell postman, Tommy Ward (Rhys Pugh, in the only movie you ever see him in) that has been chosen to fight. Also if he loses the plant goes doom, so he goes off to fight Zarkorr the Invader! This movie is bad, very bad. So bad it you need negative numbers just to gave it a rattan. Horridly written, bad directing, way below Power Rangers over-the-top wooden acting that you're just whiting for a horde of Lumberjacks to come out of no where and cut them down! And don't get me started on the theme song at the end. The people who made this stemming pall of S$@# should not be aloud near a camera or any thing to do with films. Zarkorr is a cool looking monster that should have been in a movie a million times better than this one. Do your self a favour and don't see this movie, it's 80 or so minute of life. The actors that are in this never worked again by way.<br /><br />3/10",negative
"The biggest problem with ""In Search of Historic Jesus"" is that there is very little search to it at all. Shick-Sunn produced these ""documentary"" films in the 1970s and just into the '80s, which featured interviews with ""experts"" and discussion of ""science"" and ""facts"" to make a case for whatever the title of the film was looking to cash in on.<br /><br />Sadly, ""Historic Jesus"" is really little more than a third-rate dramatization of the life of Christ. Unlike Shick-Sunn's more superior ""In Search of Noah's Ark"" which spends the majority of its running time discussing the possibility that the ark is resting on the earth today and where that might be, this film is basically the story of Jesus with no effort made to prove or disprove his existence. The famed Shroud of Turrin is mentioned, but little other detective work is given much screen time.<br /><br />For fans of these quasi-documentary films like ""Jupiter Menace"" and ""In Search of Bigfoot"", etc., this movie doesn't offer much.",negative
"I had high expectations following ""My Beautiful Laundrette"", ""Bend it like Beckham"" and (less so) ""East is East"". The histories of British Asians fitting into their adopted home has had many good runs on the big screen, as well as a number of excellent TV and radio series (Goodness gracious me, etc). This one falls flat. Inspite of a good start it rapidly went down hill.<br /><br />Ultimately this was a horribly typical BBC effort, complete with strong regional accents, whacky over-acting characters, a ""those were the days"" soundtrack, and lots of ""issues"" in an attempt to be worthy.<br /><br />I found myself cringing at many points during this film. The writing is predictable. Every possible cliche was dragged out and aired. In fact, I have trouble thinking of any cross-cultural/cross-generational devices that could have been used that weren't. The characters were thin and cliched: the eccentric non-conformist minister; the well meaning but ultimately racist old woman; the over weight, overbearing aunt; the pushy Indian parents; the working class neighbour; the 'wise' profound grandmother; the motorbike riding thug. The script was weak, with every chance to shock the audience with overt racist dialogue from the two dimentional racist white characters taken. And why it had to be set in the 70's (apart from needing an excuse for a 70's soundtrack) is a mystery. Possibly it make unbelievable characters slightly more believable to people born after 1979. I don't know.<br /><br />Even these things aside, good acting could have carried this into respectable obscurity. Instead, the usual ""BBC comedy"" suspects were wheeled out to ham it up. ""Bend it like Beckham"" had far better comic acting (and serious acting, in fact) than this, with a virtually unknown cast.<br /><br />In summary, a lazy cliched script, over acted, in a dull predictable story. Give it a miss.<br /><br />",negative
"This movie is one of the worse movies of all time. I'm kind of upset this movie isn't on the bottom 100; it deserves a spot at least number 60 or 70 on that list. This isn't just a film I think is bad in a campy-fun sort of MST3K way; it's just bad. This is one of the few films that I really, really HATE. Freddy Got Fingered is in the same category of bad.<br /><br />So the story in this one goes that the daughter (Gugino) goes to California to go to school and comes back with Crawl (Shore) and he tries to learn to be a farmer. Then the boyfriend tries to set Shore up so that the girl will leave Crawl and go back to him. It ends and what's left of the audience can leave.<br /><br />The main purpose of this movie is for Pauly Shore to mug for the camera and try to be funny; but I'd say about 100% of the time he fails at that. Their horrible inaccurate and out of date view of farms and farming is offensive and there's nothing in this movie worth seeing. If you think of seeing it: don't. The one time I saw the movie it felt like I was watching it for 5 or 6 hours. If you've already seen it; you have my sympathy.",negative
"Emily Watson's Natalia is absolutely the most loving and romantic lead character I have ever seen on a screen. She is the queen of this film beyond all doubt. Or, is she transmuted to the king? The internecine weaving of the chess games and the families' struggles for control, power, and victory is stunning. Just as the chess masters in the film do, the director is playing many simultaneous games with our mind at once, but all weave into either major or minor patterns. The period, the costumes, and imagery of early 20th century Italy's lake district is captured magnificently. Not a single square of space is wasted.<br /><br />So many brilliant scenes abound, I cannot recount them all. I recommend budgeting enough time to watch this movie twice, possibly a week apart, because you can't possibly capture all the poetry within a 64-square yet multi-dimensional framework in one setting. <br /><br />I did not read Nabakov's book, but to try an analogy of my own, what I am reading reminds of me of another romantically triumphant poetry-as-game movie, Barry Levinson's The Natural. It totally jettisoned the downbeat ending of Bernard Malamud's fatalistic book in favor of a romantic impressionism that was uniquely American. Well, the director did that one better by seamlessly meshing Russian and Italian morals and mores as a backdrop to enlightenment. The true story here is that games are zero-sum; there is a winner and a loser, unless both contestants draw. But, in life, and especially in the context of our immortal souls, we are only limited by those constraints and life's conventions to the extent we let others break our spirit. <br /><br />Pure love, as personified by Emily Watson's Natalia, can transcend and allow all of us to be enhanced by its gifts simultaneously. Only the barriers erected by our fears can cut us off from it.<br /><br />This is a magnificent movie (10/10).",positive
"Safer indeed. Hitchcock is cinema's all time pervert; however, we all know his perversions are ours as well, so we forgive him. And we not only forgive him but we applaud his clever way to invite us for an unforgettable train ride.<br /><br />I saw Hitch's 1953, I Confess, a week before this one, and I put both in the same category as part of his trademarks. These trademarks resided in his genius questioning and pulsing his artistic veins that spills psychological drops of blood on the viewer without leaving stains of guilt, instead very subtle awareness of feeling ashame.<br /><br />The pen is always mightier than the sword and Hitch firmly wrote the most arguable questions with his wrist, and then holding firmly with his hands, he held cameras that always reflected peoples thirst for blood (most humans have), otherwise comedy wouldn't be mostly a tragic thing, and making people laugh wouldn't be so complex.<br /><br />Mixing all dark elements of ""high society"", with a wealthy psychopath Bruno, and an ambitious tennis player wanna be politician, Guy, the story is one of the most well constructed and guided by Hitch, inspiring many filmmakers, not only with its plot, but with tricky images provoking dark smiles and happy nightmares.<br /><br />Barely perfect!",positive
"this is the worst movie in the world. the only reason i gave it a 2 was because the first 10 minutes were hysterically funny in a ""is this for real??"" sort of way. it was so cheesy and low budget...they should not have even bothered. there was nudity and violence for the pure sake of having nudity and violence, and the effects were just so so bad you would not believe it (think ketchup as blood, and cabbages for severed heads). do not rent this!!",negative
"I can admit right away that this is one of the worst movies i have seen in my life. And that is not saying a little, because i consider myself to be somewhat of an aficionado when it comes to crappy film. But this is beyond bad. This movie is so awful that there is no fun left in it, it's just bad.<br /><br />Reviewing this is almost impossible. There are no strong points and nothing positive to say. I'll just ramble about a few of the points that sucked. First off, the CGI has to be one of the worst i've seen. I can't believe this movie was made in 2005, the CGI reminds me of something i might have seen in Babylon 5 way back when CGI was new and fresh. It's poor beyond belief. Second, the actors all seem like they belong in the worst kind of daytime soaps. And looking at their resumes i see that i'm correct... Thirdly, being able to breed enormous reptiles is no match to the other technology they invented in this movie: the recoilless pistol with infinite ammo! Seriously, Michael Paré fires 100-200 times without reloading in every other scene... As if that was not enough there are also shape-shifting planes! At first they are regular F-16 fighters, in the next scene they are something else completely, and in the third scene they are F-16 again! If you're buying stock footage, please don't mix it like this! <br /><br />Honestly, there is loads more to say, but i think i'll stop. You all understand what i'm saying. Honestly i didn't think this kind of movie was made any more. It's like something Ed Wood would do. Completely ignorant of quality, not caring how anything looks... It's almost amazing in all it's awfulness. If i could give it 0/10 i would, but 1/10 is the lowest grade. So that's it.",negative
"This film easily rivals the emotional strength, the dramatic impact and the top-notch performances of ""12 Angry Men"". I rented it on a whim and was amazed that I had not heard of it before.<br /><br />I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.<br /><br />The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie. Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"". She is irritating and yet one can empathize with her at the same time.<br /><br />There are some moments where I feel the plot slows a touch and the moments between Estevez and his ex-girlfriend almost seem written for another film, Estevez comes off as another character all together. But those are minor complaints.<br /><br />This film must be based on a true story or must have been written by someone who lived these experiences. I rate it 8 out of a difficult 10.<br /><br />",positive
"Falls into the film category of ""Way too ridiculous in the dialogue and execution departments to be taken seriously"". Whereas Shriek If You Know What I Did Last Friday the Thirteenth or My Boyfriend's Back know they are bad, Scarecrows doesn't. Evil Dead set such a high standard for the comedic horror on a budget genre, that Scarecrows is simply out of place. <br /><br />Suspicions of inexperience are immediately at play as there are no hints of noise or vibration in the hull and cockpit of an airborne plane. The repeated display of a picture of 3 men just screams for a story arc, but nothing comes. Although the men are obviously the scarecrows, there is no explanation.<br /><br />Knowing this film is too serious for it's own good may produce some grins. I don't recall if Joe Bob Briggs ever previewed Scarecrows, but I believe that he wouldn't stoop this low. However, with an IMDb rating of over 6, there are many people that disagree.",negative
"I must confess, I was surprised at how good this movie was when I first watched it. I had planned to see it in theaters during the summer but found out unpleasantly that it had already been and gone. Therefore, I expected it to have been removed from theaters because it was bad. Then, today, I rented it and watched it and really enjoyed it. The speed that events were occurring was questionable, it could have been a little longer. I found it was very true to the book, however it left out some crucial parts: Mullet Finger's real name, etc. I felt as if I hadn't read the book I wouldn't have really understand what was going on. The acting was quite good, another thing I had expected to be poor, however the cop, sorry I can't remember the actor's name, could have done a little better. All in all, I found this to be a very entertaining movie and would recommend it to all audiences!",positive
"If there are people that don't like this movie, I don't think they are human. This film deploys all emotions and shows many sides of Judith Light's character. Made in 1997, this is one of the best movies I have seen and really the film that Judith Light has starred in to make me a huge fan of hers. This movie, although sometimes you want to rattle the son for trusting her so much, is incredibly moving. I cry at the end every time and it takes much to do that to me! The plot doesn't have much to it but the acting provided by Judith Light is incredible. She looks beautiful the whole time and by the end, you don't want the fate imposed by the courts to happen to her. Overall, a movie worth my highest praise! Thank you for making it and redefining my view on the death penalty. I eagerly await this movie to come out on DVD or some other form of media since Lifetime is starting to issue some movies to customers. Although I don't have high hopes for this one because this took place almost 9 years ago, which is still hard to believe, since this movie is STILL ingrained into my head after all this time.",positive
"When you see the cover of the DVD you're convinced this is some Class B cheesy cheapie, a film made for $1,000 in somebody's backyard.<br /><br />Wrong! <br /><br />This is quality material and really good. It's a comedy and a clever one at that. It also is very touching in spots, with a nice spot of kindness. The production values are very good (this looks excellent), the actors are known, the film's direction and sets are great. It's amazing. Who would have thought?<br /><br />Carrie-Ann Moss, playing against-type, is terrific, as""Helen Robinson,"" the June Cleaver-like wife; Billy Connolly is great as the grunting good-hearted zombie ""Fido;"" Tim Blake Nelson (""Mr. Theopolis"") is a hoot is the neighbor with the sexy zombie girlfriend ""Tammy,"" and Henry Czerny and Dylan Baker as dads (check) are excellent, too K'Sun Ray as young ""Timmy Robinson,"" shouldn't be overlooked, either. In fact, he probably has more lines in the movie than anyone.<br /><br />If I explain the story it will sound so stupid that few of you would watch it. You'll just have to take the word of the people here who liked it and found it to be a very, very pleasant surprise. You need a dark sense of humor, though; an appreciation of the absurd.",positive
"What can I say about Ocean's Twelve? Who thought that it would ever come to this? A gigantic mess that loses itself halfway and can't retrace. I found myself amazed at how bad this really was. Really! I have never seen the ending properly because this film is just insufferable. I'm a huge fan of the first but this is a lame excuse for a sequel. <br /><br />What was the point of the heist if they were going to give the money back? The movie is just boring and so drag along that I can't ever sit through this. It really is bad. Just stay as far, repeat, far away as possible from this movie. It's worthless.",negative
"Oh, come on, learn to have a little fun. When I was a kid, oh, this movie was Oscar-worthy to me. I thought it was absolutely hysterical. One of the best movies I had seen.<br /><br />Now, it's a little stupid, but come on. If you enjoyed ""Excellent Adventure"", you should most likely have fun with ""Bogus Journey"". This was the movie before ""Dude, where's my car?"". Only this one is actually funny. Like I said, it's just a good time. It shouldn't be taken seriously and if you enjoyed the first one, you should like ""Bogus Journey"". It's just a funny movie with some memorable characters. For your enjoyment only, watch it, let go, and remember that it's a silly comedy. That's all.<br /><br />7/10",positive
"This is one of my favorite movies of all time. I loved Rain Man with Dustin Hoffman and Tom Cruise. This movie is in some ways similar, but makes Rain Man seem artificial, shallow, unemotional, and trivial by comparison.",positive
"As has been stated countless times, ""The Hills Have Eyes 2"" is NOT a remake of the (generally disregarded) mid-'80s sequel to Wes Craven's 1977 original. But wishing to give this postmodern sequel-to-a-remake the official stamp of Diminishing Returns, Craven himself (a double threat alongside his son, Jonathan) has decided to pen a film that is of the same quality--in plain English, HORRIBLE. Former music-video director Martin Weisz takes the reins from Alexandre Aja, and is clearly in way over his head--yet one wonders how anyone could have created a watchable film from the Cravens' Screen writing 101 scrawl. Not only are the characters (in this case, a gang of goofball National Guards(wo)men sent to investigate the turbulent hills of the original remake) completely obnoxious and prone to really annoying genre pitfalls (played without a lick of irony, mind you), but they are constantly cracking jokes that aren't funny. After viewing their total ineptitude during a training exercise, their fate against the repulsive, roaming cannibals is painfully obvious. Only this time out--as in the original '80s sequel--the script is so simplistic (barely existent, actually) that any potential subtext is jettisoned in favor of upping the ante in repulsive shocks (we're treated to a combo childbirth-murder during the opening credits, plus a gratuitous rape for those who haven't ejected the DVD by the midpoint!). Even the mutants in this outing are personality-free freaks of no memorable stature--the tacky, rubbery-looking makeup FX seems, like the rest of the film, to be trying to hide its face from embarrassment. I really groaned at the lame 'surprise' at the end of Aja's otherwise excellent film, and the producers quite literally go for broke at the end of ""Hills 2,"" setting the stage--VERY lamely setting the stage--for a third installment...yet the Cravens and Weisz have created a film that is such a cynical bastardization of what made the 1977/2006 versions work that they'd be hard-pressed to find an audience after this insulting slap in the face.",negative
"How poor is this movie? Well, I got it less than two months ago and can hardly remember what it was about...<br /><br />I also paid a £1 for this on DVD, the old story of 'put-a-new-cover-on-the-box-and-some-fool-will-buy-it' syndrome. All I really recall it that the cast ran around a lot, use of cars must have been too above the budget and that a vampire was involved. Then again, guess you could know that from the film's title.<br /><br />Straight to video rubbish or straight to cheap-jack DVD as it is now. This stuff will be in the bargain bins at rental shops, supermarkets and charity shops until the death of the sun. Only cockroaches will rule the earth but this trash will still be around. God bless the dawn of the DVD age....",negative
"This may sound crazy to even the people who remember this show...But I remembered this as being live-action. I don't think I ever saw the cartoon. but movie? maybe. I remember it very clearly. The guy was in a building kinda like a showroom. He even had the red jacket. It was dark out and he turned into a red car and there was this guy on the second level looking down at him. The car/guy spun around and crashed through the big showroom type window and out onto the street. And then proceeded to drive off. That is all I remember. I really hope someone else out there remembers this too. If not, Maybe I'm still crazy. But I'm hoping I'm not.",negative
"It says a lot about the United Kingdom when television programmes like this not only get made but also run for three series. Unfunny, politically correct to the point of sickening and poorly acted and written. Meera Syal has not been funny or accomplished in anything that she has been in, go on tell me I am wrong, and Jasper Carrott, funny guy as he is, is well past his eighties prime. This is such a bad comedy that it could have been made by ITV but even stinkers like The Upper Hand and the one with James Bolam as a car park attendant look like Fawlty Towers compared to this rubbish. I would love to sit down with the writer/director of this show so that they can point out the humour in this programme. Admittedly the majority of the UK's population is made up of poorly educated chavs but this would not tickle their funny bones. That's if they could tear themselves away from Big Brother or from their mobile phones but that's another story. Complete and utter dirt!",negative
"I guess I am coming late to the party. I just saw this 1995 version of Bye Bye Birdy on Sky TV. I didn't know it existed and was fully prepared to see the 1963 film version when I turned it on.<br /><br />I played Albert a long time ago and I am thinking of putting on an amateur production of the show because I remembered it as being so much fun to do. I was not impressed with this newer version. It just wasn't enough fun. It was not colorful. It lacked the exuberance of youth. The lighting was bad. No one seemed to mention this fact. This is not a moody musical, it is bright and up beat. The lighting decision was a poor creative choice.<br /><br />Bye Bye Birdy is a farce, a comedy of errors. I got no sense of that in this version. The lighting was awful and it dulled the overall performances. The dance numbers seemed anemic as well. We do have music videos these day. At least the dance numbers should have measured up to some of the best of those, or how about some of the best of Broadway. The choreographer was asleep at the wheel it seemed.<br /><br />Although all the actors were supremely talented, there were some really bad casting choices. Vanessa Williams is not Latin, and with so many talented Latin performers out there, wouldn't it have been more correct to cast one of them in the role of Rosie. Vanessa is African American, lovely and talented, but bad casting. Jason Alexander's effort was astounding, he always does intelligent work, but he just wasn't Albert. He was miscast and I think that is obvious to most people who see this version.<br /><br />The medium of film is not the medium of stage. There needs to be translation from one medium to another. The exuberance and the flash of stage musical must be TRANSLATED to film. There is no merit being faithful to a stage script when it is being filmed. The spirit, the essence of the production must be brought forth. To me the 1963 film production of Bye Bye Birdy was bright and lively, while the 1995 production was as gloomy as the lighting and as lackluster as the dance numbers. It turned out to be an unfortunate waste of effort by many really talented people.",negative
"This is one awful movie!! Some people told me that it was not that bad actually but I sure disagree! The monster is amazingly cheap (and funny) looking but this is something we all knew I guess. In addition to that, the dialogs are awful and the writing is just plain terrible.<br /><br />As bad as it is, this movie as the quality of being entertaining. Not always for the good reasons but it's a good ""so bad that it's fun"" flick.<br /><br />By the way, there's no such thing as ""La Castagne"". According to a secondary character in the film named Pierre (described in the movie as a French Canadian), there's a legend among French Canadians about a giant bird know as ""La Castagne"". As a French Canadian myself, I can assure you that I never heard of such a legend. It sure made me laugh though... :))",negative
